Company,Region,City,Founded,Employees,Revenue_funding,Web,Genres,Sample_games,Internship,Remote,Ownership,Notes
Naughty Dog,US / Canada (+ first-party extensions),"Santa Monica, CA (USA)",1984,~400–500,unknown (SIE),https://www.naughtydog.com,AAA action-adventure,The Last of Us; Uncharted,rarely,office,Sony / PlayStation Studios,Cinematic single-player AAA.
Netflix Games,US / Canada (+ first-party extensions),Los Angeles / global,2021 (unit),hundreds (units),subscription-based game,https://games.netflix.com,mobile / cloud; publishing,Into the Dead; Oxenfree; Squid Game related,unknown,mixed,Netflix,"Studio acquisitions + publishing (Night School, Next Games, etc.)."
Nexon America,US / Canada (+ first-party extensions),"El Segundo, CA (USA)",2006,~200+,Korean PC publishing west,https://www.nexon.com,publishing / MMO,MapleStory west; The First Descendant (publishing),unknown,office,Nexon,Nexon western operation; MapleStory and global publishing.
Niantic,US / Canada (+ first-party extensions),"San Francisco, CA (USA)",2015,~700 range,Pokémon GO revenues,https://nianticlabs.com,AR / location-based,Pokémon GO; Monster Hunter Now,unknown,hybrid,private (Netflix investment etc.),AR game pioneer.
Night School Studio,US / Canada (+ first-party extensions),"Glendale, CA (USA)",2014,~30-60,Oxenfree,https://nightschoolstudio.com,narrative adventure,Oxenfree; Oxenfree II,unknown,hybrid,Netflix,Netflix Games studio.
Nightdive Studios,US / Canada (+ first-party extensions),"Vancouver, WA (USA)",2012,~50-100,remaster / source port,https://nightdivestudios.com,remaster; remake,System Shock remake; Blade Runner Enhanced; Quake remasters,unknown,hybrid,Atari (acquisition),Classic game preservation/remaster.
Ninja Theory,US / Canada (+ first-party extensions),Cambridge (UK; Xbox),2000,~100–150,unknown (Microsoft),https://www.ninjatheory.com,action / narrative,Hellblade; Senua's Saga,unknown,office,Microsoft,Senua; machine learning/performance capture.
Nixxes Software,US / Canada (+ first-party extensions),Utrecht (Netherlands; SIE),1999,~100+,PC port quality,https://www.nixxes.com,PC port / engineering,Horizon / Spider-Man PC versions,unknown,office,Sony / PlayStation Studios,SIE PC engineering studio.
Obsidian Entertainment,US / Canada (+ first-party extensions),"Irvine, CA (USA)",2003,~250–300,unknown (Microsoft),https://www.obsidian.net,RPG,Pentiment; Grounded; Avowed; Outer Worlds,unknown,office,Microsoft,CRPG / RPG specialist first party.
Other Ocean Interactive,US / Canada (+ first-party extensions),St. John's / Emeryville,2006,~100-200,port / co-dev,https://www.otherocean.com,port; co-dev,various Nintendo/port,unknown,multi-office,independent,Canada/USA port.
Panic Button,US / Canada (+ first-party extensions),"Austin, TX (USA)",2008,~50-100,console port,https://www.panicbuttongames.com,port,Fortnite Switch; Among Us console,unknown,office,independent,High-profile ports.
Paradox Tectonic,US / Canada (+ first-party extensions),"Berkeley, CA (USA)",2019,closed (2024),Life by You,https://www.paradoxinteractive.com,life sim,Life by You (canceled),-,-,closed (Paradox),Historical Paradox studio.
Phoenix Labs,US / Canada (+ first-party extensions),"Vancouver, BC (Canada)",2014,~100-200,Dauntless,https://phxlabs.ca,action MMO,Dauntless,unknown,office,Garena / Sea,Monster-hunt live service.
PixelOpus,US / Canada (+ first-party extensions),"San Mateo, CA (USA)",2014-2023,closed,Concrete Genie,https://www.pixelopus.com,indie / first-party,Concrete Genie,-,-,closed (Sony 2023),Historical PS studio.
Plarium,US / Canada (+ first-party extensions),Herzliya (Israel) / Vilnius,2009,~1000+,RAID: Shadow Legends,https://plarium.com,mobile RPG / strategy,RAID: Shadow Legends; Vikings,unknown,multi-office,Aristocrat Leisure,Heavily performance-marketed mobile RPG.
Playable Worlds,US / Canada (+ first-party extensions),"San Mateo, CA (USA)",2020,~50-100,MMO,https://playableworlds.com,MMO,in development MMO,unknown,hybrid,private,Raph Koster MMO.
Playground Games,US / Canada (+ first-party extensions),Leamington Spa (UK; Xbox),2010,~500+,Forza Horizon,https://playground-games.com,open world racing / AAA,Forza Horizon; Fable (reboot),unknown,office,Microsoft,Horizon series + Fable.
PlayStation London Studio,US / Canada (+ first-party extensions),London (UK),2002,~100–200,unknown (SIE),https://www.playstation.com,VR / experimental,SingStar (historical); VR projects,unknown,office,Sony / PlayStation Studios,London SIE studio.
PlayStation Studios,US / Canada (+ first-party extensions),San Mateo / global,2020 (brand),SIE first-party network,God of War; Spider-Man; Horizon,https://www.playstation.com,publishing / first-party umbrella,PlayStation Studios portfolio,unknown,mixed,Sony,"Naughty Dog, SM Studio, Insomniac etc. umbrella brand."
Playtika,US / Canada (+ first-party extensions),Herzliya (Israel) / US presence,2010,~4000,public social casino / casual,https://www.playtika.com,mobile social casino / casual,Slotomania; Ace Games investment,unknown,mixed,publicly traded / private structure,Israel-based; Ace Games TR listed separately.
Polyphony Digital,US / Canada (+ first-party extensions),Tokyo (Japan; SIE),1998,~300+,Gran Turismo,https://www.polyphony.co.jp,sim racing,Gran Turismo series,unknown,office,Sony / PlayStation Studios,Sim racing standard.
PopCap Games,US / Canada (+ first-party extensions),"Seattle, WA (USA)",2000,~200 range,Bejeweled / PvZ IP,https://www.popcap.com,casual / puzzle,Plants vs. Zombies; Bejeweled,unknown,office,EA,Casual PC to mobile bridge.
Proletariat,US / Canada (+ first-party extensions),"Boston, MA (USA)",2012,~100-150,World of Warcraft contribution,https://proletariat.com,MMO / live service,World of Warcraft (post-Blizzard),unknown,office,Microsoft / Blizzard,2022 Blizzard acquisition.
Radical Entertainment,US / Canada (+ first-party extensions),"Vancouver, BC (Canada)",1991,closed (2012),Prototype,https://www.radical.ca,AAA action,Prototype; Scarface,-,-,closed (Activision),Historical Vancouver AAA.
Rare,US / Canada (+ first-party extensions),Twycross (UK; Xbox),1985,~200+,unknown (Microsoft),https://www.rare.co.uk,AAA / live service,"Sea of Thieves; (classic) Banjo, GoldenEye",unknown,office,Microsoft,British legend; Xbox first party.
Raven Software,US / Canada (+ first-party extensions),"Madison, WI (USA)",1990,~300+,COD support / Warzone,https://ravensoftware.com,AAA FPS,Call of Duty (joint); Jedi Knight (historical),unknown,office,Microsoft / Activision,Warzone maintenance/co-development.
ReadyAtDawn,US / Canada (+ first-party extensions),"Irvine, CA (USA)",2003,~100-150,Lone Echo,https://www.readyatdawn.com,VR / action,Lone Echo; The Order 1886,unknown,office,Meta,Meta VR studio.
Red Barrels,US / Canada (+ first-party extensions),"Montréal, QC (Canada)",2011,~50-80,Outlast,https://www.redbarrelsgames.com,horror,Outlast; The Outlast Trials,unknown,office,independent,Montreal horror.
Red Hook Studios,US / Canada (+ first-party extensions),"Vancouver, BC (Canada)",2012,~20-40,Darkest Dungeon,https://www.redhookgames.com,roguelike RPG,Darkest Dungeon; DD II,unknown,hybrid,independent,Stress mechanics icon.
Red Storm Entertainment,US / Canada (+ first-party extensions),"Cary, NC (USA)",1996,~150-250,Rainbow Six spin-off,https://www.ubisoft.com,tactical shooter,Rainbow Six historical,unknown,office,Ubisoft,Tom Clancy tactical roots.
Relic Entertainment,US / Canada (+ first-party extensions),"Vancouver, BC (Canada)",1997,~200+,unknown (Sega periodic),https://www.relic.com,RTS / action,Company of Heroes; Age of Empires IV (joint); Dawn of War,unknown,office,Sega (periodic structure),RTS specialist Canadian studio.
Respawn Entertainment,US / Canada (+ first-party extensions),"Los Angeles, CA (USA)",2010,~500+ range,Apex live service,https://www.respawn.com,AAA FPS / action,Apex Legends; Titanfall; Star Wars Jedi,unknown,office,EA,Vince Zampella studio; Star Wars + battle royale.
Riot Games,US / Canada (+ first-party extensions),"Los Angeles, CA (USA)",2006,~4500+,LoL ecosystem billions $,https://www.riotgames.com,MOBA / tactical / FPS,League of Legends; Valorant; Teamfight Tactics,yes — internship / university,hybrid (office + remote policies periodic),Tencent majority,Esports + live service culture.
Ripple Effect Studios,US / Canada (+ first-party extensions),"Los Angeles, CA (USA)",2012,~200-300,Battlefield support,https://www.ea.com,AAA FPS,Battlefield (joint),unknown,office,EA,EA LA shooter.
Ritual Entertainment (tarihsel),US / Canada (+ first-party extensions),"Dallas, TX (USA)",1996-2010,closed / ZeniMax,SiN; Counter-Strike: Condition Zero support,,FPS,SiN; Heavy Metal F.A.K.K. 2,-,-,closed,Historical Dallas FPS.
Roblox Corporation,US / Canada (+ first-party extensions),"San Mateo, CA (USA)",2004,~2400+,platform GMV / booking growth,https://corp.roblox.com,UGC platform / metaverse,Roblox,yes — internship,hybrid,public (RBLX),User-generated experience platform.
Robot Entertainment,US / Canada (+ first-party extensions),"Plano, TX (USA)",2009,~50-100,Orcs Must Die!; Hero Academy,https://robotentertainment.com,action / strategy,Orcs Must Die! series,unknown,office,independent,Age of Empires veterans.
Rockstar Dundee,US / Canada (+ first-party extensions),Dundee (Scotland),2008 (Ruffian),~50-100,support,https://www.rockstargames.com,AAA support,various,unknown,office,Take-Two / Rockstar,2020 Ruffian acquisition.
Rockstar Games,US / Canada (+ first-party extensions),"New York, NY (USA)",1998,thousands (many studios),GTA V / Online has billions $,https://www.rockstargames.com,AAA open world,Grand Theft Auto; Red Dead Redemption,rarely; strict office culture,office-focused,Take-Two,Open world narrative standard.
Rockstar Leeds,US / Canada (+ first-party extensions),Leeds (UK),1997,~100-200,support / port,https://www.rockstargames.com,AAA support,GTA Stories historical; support,unknown,office,Take-Two / Rockstar,Rockstar BK.
Rockstar Lincoln,US / Canada (+ first-party extensions),Lincoln (UK),2002,~100-200,QA / localization,https://www.rockstargames.com,QA,Rockstar test center,unknown,office,Take-Two / Rockstar,Rockstar QA.
Rockstar London,US / Canada (+ first-party extensions),London (UK),2005,~50-100,support,https://www.rockstargames.com,AAA support,Manhunt 2 historical; support,unknown,office,Take-Two / Rockstar,Rockstar London.
Rockstar New England,US / Canada (+ first-party extensions),"Andover, MA (USA)",1999,~100+,support,https://www.rockstargames.com,AAA support,various Rockstar support,unknown,office,Take-Two / Rockstar,Rockstar support.
Rockstar North,US / Canada (+ first-party extensions),Edinburgh (Scotland),1988 (DMA Design),~500-800,GTA,https://www.rockstargames.com,AAA open world,Grand Theft Auto series,unknown,office,Take-Two / Rockstar,GTA main studio.
Rockstar San Diego,US / Canada (+ first-party extensions),"Carlsbad, CA (USA)",1984,~200-300,Red Dead,https://www.rockstargames.com,AAA open world,Red Dead Redemption; RDR2 contribution,unknown,office,Take-Two / Rockstar,Rockstar San Diego.
Rockstar Toronto,US / Canada (+ first-party extensions),"Oakville, ON (Canada)",1981,~100-200,port / support,https://www.rockstargames.com,AAA support,Max Payne 3 port historical,unknown,office,Take-Two / Rockstar,Rockstar Canada.
Roundhouse Games,US / Canada (+ first-party extensions),USA,2019,small/medium,ZeniMax support,https://bethesda.net,support / remaster,Doom/Quake support,unknown,office,Microsoft / ZeniMax,ZeniMax support studio.
Running With Scissors,US / Canada (+ first-party extensions),Arizona (USA),1996,small,Postal,https://www.runningwithscissors.com,action,Postal series,unknown,small,independent,Postal IP.
San Diego Studio,US / Canada (+ first-party extensions),"San Diego, CA (USA)",2001,~200-300,MLB The Show,https://www.playstation.com,sport,MLB The Show series,unknown,office,Sony / PlayStation Studios,PlayStation sports studio.
Santa Monica Studio,US / Canada (+ first-party extensions),"Los Angeles, CA (USA)",1999,~400 range,unknown (SIE),https://sms.playstation.com,AAA action,God of War,unknown,office,Sony / PlayStation Studios,God of War franchise.
SciPlay,US / Canada (+ first-party extensions),"Las Vegas, NV (USA)",1997 (origin) / 2019 public,~1000+,social casino / casual,https://www.sciplay.com,social casino; casual,Gold Fish Casino; Alictus portfolio (TR separate),unknown,mixed,Light & Wonder,Alictus Ankara listed separately in Turkey.
Scopely,US / Canada (+ first-party extensions),"Culver City, CA (USA)",2011,~2000+,Savvy Games ~$4.9B acquisition (2023),https://www.scopely.com,mobile live service,MARVEL Strike Force; Monopoly GO!,unknown,hybrid,Savvy Games Group (Saudi PIF),Monopoly GO scale; Loom Games TR listed separately.
Second Dinner,US / Canada (+ first-party extensions),USA (remote / CA),2018,~100-150,Marvel Snap,https://seconddinner.com,digital TCG / mobile,Marvel Snap,unknown,hybrid,private (NetEase investment),Hearthstone veterans.
Secret Door,US / Canada (+ first-party extensions),"Irvine, CA (USA)",2020,in Dreamhaven,MMO,https://www.dreamhaven.com,MMO,in development,unknown,office,Dreamhaven,Dreamhaven sub studio.
Serenity Forge,US / Canada (+ first-party extensions),"Boulder, CO (USA)",2014,~20-40,DDLC Plus; Before Your Eyes,https://serenityforge.com,indie / publishing,Doki Doki Literature Club Plus; Before Your Eyes,unknown,hybrid,independent,Indie narrative.
Shiver Entertainment,US / Canada (+ first-party extensions),Florida (USA),2016,~100-200,Nintendo ports,https://www.shiver.games,port,Switch ports,unknown,office,Embracer,Switch port focused.
Singularity 6,US / Canada (+ first-party extensions),"Los Angeles, CA (USA)",2018,~100-200,Palia,https://www.singularity6.com,cozy MMO,Palia,unknown,office,private,Cozy MMO.
SkyBox Labs,US / Canada (+ first-party extensions),"Burnaby, BC (Canada)",2011,~100-150,AoE / co-dev,https://www.skyboxlabs.com,co-dev,Age of Empires support,unknown,office,independent,Vancouver co-dev.
Slant Six Games (tarihsel),US / Canada (+ first-party extensions),"Vancouver, BC (Canada)",2005-2013,closed,SOCOM,,shooter,SOCOM Confrontation,-,-,closed,Historical Vancouver.
Sledgehammer Games,US / Canada (+ first-party extensions),"Foster City, CA (USA)",2009,~300+,COD annual cycle,https://www.sledgehammergames.com,AAA FPS,Call of Duty: Advanced Warfare; Vanguard; MWIII,unknown,office,Microsoft / Activision,Part of COD three studio cycle.
Sony Interactive Entertainment,US / Canada (+ first-party extensions),"San Mateo, CA (USA) / Tokyo",1993 (PlayStation),tens of thousands (PlayStation),console + first party + PS Plus,https://www.playstation.com,platform; AAA publisher,God of War; Spider-Man; Horizon; The Last of Us,yes — PlayStation internship / university,office weighted,Sony Group,"PlayStation Studios network (Naughty Dog, SM Studio, Insomniac…)."
Sperasoft,US / Canada (+ first-party extensions),US / EU / remote (historical Russian roots),2007,~500+,co-dev / art,https://sperasoft.com,service; co-dev,multiple AAA co-dev,unknown,distributed,Keywords Studios (acquisition),Keywords service network.
Splash Damage,US / Canada (+ first-party extensions),London (UK),2001,~200–300,unknown,https://www.splashdamage.com,multiplayer shooter,Gears Tactics (joint); Dirty Bomb (historical),unknown,office,Leyou / Tencent history; private,Multiplayer expert; ownership is periodic.
